date,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,ORCL,AMD,IBM
2021-03-08,116.36,227.39,100.38,147.6,11.59,255.31,187.67,72.16,73.96,119.21
2021-03-09,121.09,233.78,102.02,153.14,12.52,265.74,224.53,72.64,78.53,118.61
2021-03-10,119.98,232.42,101.81,152.88,12.47,264.9,222.69,72.12,77.52,122.14
2021-03-11,121.96,237.13,105.03,155.68,12.99,273.88,233.2,67.41,81.23,121.44
2021-03-12,121.03,235.75,102.5,154.47,12.86,268.4,231.24,67.16,81.05,121.89
2021-03-15,123.99,234.81,102.72,154.08,13.19,273.75,235.98,67.73,82.5,122.81
2021-03-16,125.57,237.71,104.19,154.59,13.29,279.28,225.63,66.85,82.75,122.49
2021-03-17,124.76,237.04,104.11,156.79,13.34,284.01,233.94,66.22,82.63,123.24
2021-03-18,120.53,230.72,101.07,151.4,12.72,278.62,217.72,66.74,78.12,124.23
2021-03-19,119.99,230.35,101.35,153.75,12.85,290.11,218.29,66.26,79.06,123.12
2021-03-22,123.39,235.99,101.53,155.54,13.19,293.54,223.33,66.32,80.3,124.7
2021-03-23,122.54,237.58,102.07,156.88,13.07,290.63,220.72,67.27,78.38,124.61
2021-03-24,120.09,235.46,101.63,154.35,12.64,282.14,210.09,66.83,76.48,124.76
2021-03-25,120.59,232.34,101.62,152.31,12.54,278.74,213.46,68.63,76.22,127.1
2021-03-26,121.21,236.48,101.24,152.6,12.84,283.02,206.24,70.25,77.41,130.27
2021-03-29,121.39,235.24,102.29,153.79,12.95,290.82,203.76,71.13,77.14,129.77
2021-03-30,119.9,231.85,102.32,152.76,12.87,288.0,211.87,70.55,76.0,128.68
2021-03-31,122.15,235.77,103.13,154.7,13.35,294.53,222.64,70.17,78.5,127.29
2021-04-01,123.0,242.35,106.49,158.05,13.81,298.66,220.58,71.81,81.09,127.26
2021-04-05,125.9,249.07,110.95,161.34,13.99,308.91,230.35,74.16,81.43,129.84
2021-04-06,126.21,247.86,110.46,161.19,13.86,306.26,230.54,74.28,81.44,128.2
2021-04-07,127.9,249.9,111.95,163.97,14.14,313.09,223.66,74.07,82.2,128.88
2021-04-08,130.36,253.25,112.52,164.96,14.32,313.02,227.93,75.28,83.35,129.06
2021-04-09,133.0,255.85,113.53,168.61,14.4,312.46,225.67,75.58,82.76,129.64
2021-04-12,131.24,255.91,112.23,168.97,15.21,311.54,233.99,76.12,78.58,128.56
2021-04-13,134.43,258.49,112.72,170.0,15.68,309.76,254.11,76.67,80.19,125.3
2021-04-14,132.03,255.59,112.1,166.65,15.28,302.82,244.08,76.82,78.55,126.68
2021-04-15,134.5,259.5,114.26,168.95,16.14,307.82,246.28,78.29,83.01,126.64
2021-04-16,134.16,260.74,114.14,169.97,15.91,306.18,246.59,78.95,82.15,127.6
2021-04-19,134.84,258.74,114.49,168.6,15.36,302.24,238.21,78.75,81.11,127.15
2021-04-20,133.11,258.26,113.95,166.73,15.17,302.65,239.66,79.24,79.27,131.97
2021-04-21,133.5,260.58,113.92,168.1,15.36,301.47,248.04,76.66,81.61,137.11
2021-04-22,131.94,257.17,112.63,165.45,14.85,296.52,239.9,74.87,79.06,134.95
2021-04-23,134.32,261.15,115.0,167.04,15.27,301.13,243.13,74.97,82.76,136.04
2021-04-26,134.72,261.55,115.5,170.45,15.48,303.04,246.07,74.5,85.41,135.22
2021-04-27,134.39,261.97,114.55,170.87,15.38,303.57,234.91,75.22,85.21,135.64
2021-04-28,133.58,254.56,117.95,172.93,15.28,307.1,231.47,74.77,84.02,136.59
2021-04-29,133.48,252.51,119.64,173.57,15.32,329.51,225.67,75.87,83.91,137.77
2021-04-30,131.46,252.18,117.68,173.37,15.01,325.08,236.48,75.79,81.62,135.52
2021-05-03,132.54,251.86,117.15,169.32,14.84,322.58,228.3,77.33,78.55,138.26
2021-05-04,127.85,247.79,115.34,165.59,14.35,318.36,224.53,78.53,78.61,139.22
2021-05-05,128.1,246.47,115.74,163.53,14.46,315.02,223.65,79.19,77.83,138.71
2021-05-06,129.74,249.73,116.87,165.32,14.52,320.02,221.18,79.74,77.89,141.77
2021-05-07,130.21,252.46,117.6,164.58,14.81,319.08,224.12,80.4,78.81,138.94
2021-05-10,126.85,247.18,114.59,159.52,14.27,305.97,209.68,80.15,75.99,139.62
2021-05-11,125.91,246.23,113.5,161.2,14.31,306.53,205.73,77.69,76.83,137.75
2021-05-12,122.77,239.0,110.01,157.6,13.76,302.55,196.63,76.75,74.64,134.96
2021-05-13,124.97,243.03,111.45,158.07,13.67,305.26,190.56,78.14,73.09,137.71
2021-05-14,127.45,248.15,113.92,161.15,14.24,315.94,196.58,78.89,74.59,138.19
2021-05-17,126.27,245.18,114.45,163.52,14.17,315.46,192.28,79.08,74.65,138.6
2021-05-18,124.85,243.08,113.12,161.61,14.02,309.96,192.62,78.69,74.44,137.46
2021-05-19,124.69,243.12,113.58,161.59,14.07,313.59,187.82,78.74,76.23,136.77
2021-05-20,127.31,246.48,115.35,162.38,14.61,318.61,195.59,78.72,78.06,137.43
2021-05-21,125.43,245.17,114.71,160.15,14.99,316.23,193.63,79.03,77.17,138.25
2021-05-24,127.1,250.78,118.05,162.25,15.61,324.63,202.15,79.38,77.44,138.23
2021-05-25,126.9,251.72,118.14,162.95,15.65,327.79,201.56,78.83,77.86,137.34
2021-05-26,126.85,251.49,119.02,163.26,15.7,327.66,206.38,79.26,78.34,136.95
2021-05-27,125.28,249.31,118.13,161.51,15.49,332.75,210.28,78.98,78.42,137.37
2021-05-28,124.61,249.68,117.84,161.15,16.24,328.73,208.41,78.74,80.08,137.3
2021-06-01,124.28,247.4,119.06,160.93,16.26,329.13,207.97,79.57,80.81,137.73
2021-06-02,125.06,247.3,118.53,161.7,16.78,329.15,201.71,80.27,81.97,139.19
2021-06-03,123.54,245.71,117.38,159.35,16.97,326.04,190.95,81.09,80.28,139.02
2021-06-04,125.89,250.79,119.68,160.31,17.58,330.35,199.68,82.89,81.58,140.81
2021-06-07,125.9,253.81,120.12,159.9,17.62,336.58,201.71,83.94,81.35,141.38
2021-06-08,126.74,252.57,119.92,163.21,17.46,333.68,201.2,84.61,80.89,142.39
2021-06-09,127.13,253.59,120.4,164.06,17.36,330.25,199.59,84.52,79.96,143.91
2021-06-10,126.11,257.24,121.76,167.48,17.43,332.46,203.37,82.3,81.56,143.79
2021-06-11,127.35,257.89,121.51,167.34,17.83,331.26,203.3,82.9,81.31,144.5
2021-06-14,130.48,259.89,122.45,169.19,18.02,336.77,205.9,82.62,81.55,143.3
2021-06-15,129.64,258.36,121.42,169.16,17.79,336.75,199.79,81.64,80.47,142.66
2021-06-16,130.15,257.38,120.77,170.76,17.81,331.08,201.62,77.08,80.11,141.2
2021-06-17,131.79,260.9,121.74,174.46,18.66,336.51,205.53,77.56,84.56,139.07
2021-06-18,130.46,259.43,120.11,174.35,18.64,329.66,207.77,76.23,84.65,136.7
2021-06-21,132.3,262.63,121.81,172.7,18.43,332.29,206.94,77.99,82.59,140.07
2021-06-22,133.98,265.51,122.33,175.27,18.89,339.03,207.9,78.68,83.58,139.8
2021-06-23,133.7,265.27,122.13,175.19,19.06,340.59,218.86,78.1,83.82,138.13
2021-06-24,133.41,266.69,122.5,172.45,19.21,343.18,226.61,77.74,86.1,138.92
2021-06-25,133.11,265.02,122.51,170.07,19.03,341.37,223.96,78.46,85.62,140.26
2021-06-28,134.78,268.72,122.54,172.19,19.99,355.64,229.57,78.5,87.08,138.78
2021-06-29,136.33,271.4,122.27,172.41,20.03,351.89,226.92,78.1,89.52,139.02
2021-06-30,136.96,270.9,122.09,172.01,20.0,347.71,226.57,77.84,93.93,140.02
2021-07-01,137.27,271.6,122.44,171.65,20.21,354.39,225.97,79.54,93.31,140.26
2021-07-02,139.96,277.65,125.26,175.55,20.49,354.7,226.3,81.82,94.7,133.74
2021-07-06,142.02,277.66,126.19,183.79,20.7,352.78,219.86,83.08,94.47,132.56
2021-07-07,144.57,279.93,126.47,184.83,20.37,350.49,214.88,86.09,90.54,133.55
2021-07-08,143.24,277.42,125.04,186.57,19.9,345.65,217.6,85.59,89.74,134.43
2021-07-09,145.11,277.94,125.52,185.97,20.05,350.42,218.98,87.76,90.9,135.17
2021-07-12,144.5,277.32,126.98,185.93,20.51,353.16,228.57,87.08,90.81,134.6
2021-07-13,145.64,280.98,127.34,183.87,20.25,352.09,222.85,87.07,90.26,133.99
2021-07-14,149.15,282.51,128.24,184.08,19.84,347.63,217.79,88.28,89.05,133.55
2021-07-15,148.48,281.03,127.01,181.56,18.97,344.46,216.87,86.24,86.93,134.15
2021-07-16,146.39,280.75,126.97,178.68,18.16,341.16,214.74,87.49,85.89,132.67
2021-07-19,142.45,277.01,124.58,177.48,18.78,336.95,215.41,86.98,86.58,131.74
2021-07-20,146.15,279.32,126.21,178.66,18.61,341.66,220.17,88.66,87.11,133.69
2021-07-21,145.4,281.4,127.55,179.26,19.41,346.23,218.43,89.69,89.41,134.96
2021-07-22,146.8,286.14,128.42,181.9,19.59,351.19,216.42,90.69,91.21,134.4
2021-07-23,148.56,289.67,133.01,182.83,19.56,369.79,214.46,87.69,92.15,135.0
2021-07-26,148.99,289.05,134.04,184.99,19.29,372.46,219.21,87.86,91.82,136.37
2021-07-27,146.77,286.54,131.9,181.32,19.21,367.81,214.93,87.8,91.03,136.35
2021-07-28,144.98,286.22,136.09,181.52,19.5,373.28,215.66,87.18,97.93,135.41
2021-07-29,145.64,286.5,135.78,180.0,19.66,358.32,225.78,87.63,102.95,135.57
2021-07-30,145.86,284.91,134.73,166.38,19.5,356.3,229.07,87.14,106.19,134.64
2021-08-02,145.52,284.82,134.85,166.57,19.75,351.95,236.56,87.6,108.63,135.08
2021-08-03,147.36,287.12,135.63,168.31,19.82,351.24,236.58,89.74,112.56,137.61
2021-08-04,146.95,286.51,135.13,167.74,20.27,358.92,236.97,90.05,118.77,136.36
2021-08-05,147.06,289.52,136.25,168.8,20.64,362.97,238.21,89.43,112.35,136.37
2021-08-06,146.14,289.46,135.74,167.25,20.37,363.51,233.03,89.52,110.11,137.63
2021-08-09,146.09,288.33,136.91,167.09,20.3,361.61,237.92,89.9,107.58,134.92
2021-08-10,145.6,286.44,136.81,166.03,19.94,361.13,236.66,89.64,106.48,135.04
2021-08-11,145.86,286.95,136.28,164.61,19.7,359.96,235.94,89.63,107.68,135.76
2021-08-12,148.89,289.81,137.19,165.18,19.91,362.65,240.75,89.81,106.5,136.66
2021-08-13,149.1,292.85,137.73,164.7,20.19,363.18,239.06,90.38,110.55,136.76
2021-08-16,151.12,294.6,138.31,164.95,19.95,366.56,228.72,90.82,107.48,137.15
2021-08-17,150.19,293.08,136.66,162.1,19.46,358.45,221.9,90.95,107.56,136.03
2021-08-18,146.36,290.73,135.45,160.06,19.04,355.45,229.66,88.94,103.44,133.22
2021-08-19,146.7,296.77,135.68,159.39,19.8,355.12,224.49,88.71,103.7,131.83
2021-08-20,148.19,304.36,137.43,160.0,20.82,359.37,226.75,88.94,104.65,132.87
2021-08-23,149.71,304.65,140.04,163.29,21.96,363.35,235.43,89.12,108.77,133.36
2021-08-24,149.62,302.62,141.26,165.29,21.79,365.51,236.16,88.55,107.65,133.57
2021-08-25,148.36,302.01,142.08,164.96,22.21,368.39,237.07,88.62,108.3,133.59
2021-08-26,147.54,299.09,141.44,165.8,22.07,364.38,233.72,88.72,107.27,132.56
2021-08-27,148.6,299.72,144.0,167.48,22.64,372.63,237.31,89.35,111.4,133.16
2021-08-30,153.12,303.59,144.59,171.08,22.69,380.66,243.64,89.45,111.32,132.74
2021-08-31,151.83,301.88,144.7,173.54,22.39,379.38,245.24,89.13,110.72,134.05
2021-09-01,152.51,301.83,145.22,173.95,22.44,382.05,244.7,89.95,109.99,133.05
2021-09-02,153.65,301.15,143.29,173.16,22.4,375.28,244.13,89.8,109.2,133.73
2021-09-03,154.3,301.14,143.74,173.9,22.84,376.26,244.52,90.0,109.92,133.32
2021-09-07,156.69,300.18,144.28,175.46,22.66,382.18,250.97,88.72,109.15,131.87
2021-09-08,155.11,300.21,143.69,176.27,22.34,377.57,251.29,89.47,106.17,132.45
2021-09-09,154.07,297.25,143.54,174.21,22.18,378.0,251.62,89.54,106.15,131.56
2021-09-10,148.97,295.71,140.88,173.46,22.48,378.69,245.42,89.68,105.2,130.88
2021-09-13,149.55,296.99,142.33,172.86,22.15,376.51,247.67,88.89,104.8,131.96
2021-09-14,148.12,299.79,142.54,172.5,22.24,376.53,248.16,86.39,105.73,130.11
2021-09-15,149.03,304.82,144.43,173.79,22.34,373.92,251.94,87.73,105.6,131.05
2021-09-16,148.79,305.22,143.61,174.41,22.24,373.06,252.33,87.25,106.22,130.31
2021-09-17,146.06,299.87,140.8,173.13,21.9,364.72,253.16,86.39,103.88,129.17
2021-09-20,142.94,294.3,138.72,167.79,21.11,355.7,243.39,86.17,101.55,128.29
2021-09-21,143.43,294.8,139.03,167.18,21.25,357.48,246.46,86.92,102.82,127.01
2021-09-22,145.85,298.58,140.28,169.0,21.94,343.21,250.65,88.44,104.38,128.59
2021-09-23,146.83,299.56,141.22,170.8,22.48,345.96,251.21,89.42,106.15,130.6
2021-09-24,146.92,299.35,142.22,171.28,22.08,352.96,258.13,89.94,105.8,131.33
2021-09-27,145.37,294.17,141.07,170.29,21.66,353.58,263.79,91.04,108.16,132.35
2021-09-28,141.91,283.52,135.83,165.8,20.7,340.65,259.19,90.49,101.52,131.31
2021-09-29,142.83,284.0,134.35,165.06,20.52,339.61,260.44,91.25,100.35,132.94
2021-09-30,141.5,281.92,133.68,164.25,20.72,339.39,258.49,87.13,102.9,132.7
2021-10-01,142.65,289.1,136.54,164.16,20.74,343.01,258.41,89.74,102.45,136.89
2021-10-04,139.14,283.11,133.66,159.49,19.73,326.23,260.51,89.26,100.34,137.65
2021-10-05,141.11,288.76,136.02,161.05,20.45,332.96,260.2,91.49,101.81,136.73
2021-10-06,142.0,293.11,137.57,163.1,20.7,333.64,260.92,91.34,103.64,135.98
2021-10-07,143.29,294.85,139.23,165.12,21.08,329.22,264.54,92.31,106.45,135.45
2021-10-08,142.9,294.85,139.79,164.43,20.83,330.05,261.83,94.39,105.06,136.8
2021-10-11,142.81,294.23,138.91,162.32,20.7,325.45,263.98,95.29,104.68,136.04
2021-10-12,141.51,292.88,136.45,162.37,20.67,323.77,268.57,95.57,105.04,134.17
2021-10-13,140.91,296.31,137.58,164.21,20.94,324.54,270.36,96.4,109.16,134.45
2021-10-14,143.76,302.75,141.15,164.99,21.75,328.53,272.77,95.28,111.99,136.96
2021-10-15,144.84,304.21,141.37,170.45,21.86,324.76,281.01,95.33,112.12,138.13
2021-10-18,146.55,307.29,142.78,172.34,22.22,335.34,290.04,96.51,116.43,135.94
2021-10-19,148.76,308.23,143.24,172.21,22.29,339.99,288.09,97.06,116.33,135.61
2021-10-20,149.26,307.41,141.77,170.75,22.1,340.78,288.6,96.64,116.39,135.54
2021-10-21,149.48,310.76,141.89,171.75,22.69,341.88,298.0,96.3,119.33,122.58
2021-10-22,148.69,309.16,137.57,166.78,22.73,324.61,303.23,98.25,119.82,122.15
2021-10-25,148.64,308.13,137.45,166.02,23.17,328.69,341.62,97.89,122.36,121.92
2021-10-26,149.32,310.11,139.31,168.8,24.72,315.81,339.48,96.98,122.93,121.43
2021-10-27,148.85,323.17,146.22,169.62,24.45,312.22,345.95,96.03,122.28,119.56
2021-10-28,152.57,324.35,145.85,172.33,24.94,316.92,359.01,96.23,121.16,120.2
2021-10-29,149.8,331.62,148.05,168.62,25.57,323.57,371.33,95.94,120.23,119.49
2021-11-01,148.96,329.37,143.5,165.91,25.83,329.98,402.86,94.38,125.23,120.62
2021-11-02,150.02,333.13,145.43,165.64,26.4,328.08,390.67,95.87,127.63,120.52
2021-11-03,151.49,334.0,146.6,169.2,26.6,331.62,404.62,96.15,130.53,121.43
2021-11-04,150.96,336.44,148.27,173.85,29.8,335.85,409.97,95.63,137.5,120.85
2021-11-05,151.28,336.06,148.85,175.95,29.75,341.13,407.36,94.95,136.34,123.61
2021-11-08,150.44,336.99,149.03,174.45,30.8,338.62,387.65,95.14,150.16,124.54
2021-11-09,150.81,335.95,148.92,178.81,30.66,335.37,341.17,94.59,148.92,120.85
2021-11-10,147.92,330.8,145.89,174.1,29.46,327.64,355.98,93.83,139.87,120.22
2021-11-11,147.87,332.43,145.77,173.63,30.39,327.74,354.5,94.04,146.01,120.27
2021-11-12,149.99,336.72,148.68,176.26,30.39,340.89,344.47,93.54,147.89,118.96
2021-11-15,150.0,336.07,148.45,177.28,30.03,347.56,337.8,94.02,146.49,118.87
2021-11-16,151.0,339.51,147.88,177.04,30.2,342.96,351.58,95.61,152.45,118.46
2021-11-17,153.49,339.12,148.05,177.45,29.26,340.77,363.0,95.33,151.34,118.06
2021-11-18,157.87,341.27,149.84,184.8,31.68,338.69,365.46,94.66,155.02,116.66
2021-11-19,160.55,343.11,148.93,183.83,32.99,345.3,379.02,93.97,155.41,116.05
2021-11-22,161.02,339.83,146.3,178.63,31.96,341.01,385.62,94.61,152.52,116.47
2021-11-23,161.41,337.68,145.78,179.0,31.75,337.25,369.68,92.94,149.92,116.79
2021-11-24,161.94,337.91,146.12,179.02,32.67,341.06,372.0,93.58,157.8,116.73
2021-11-26,156.81,329.68,142.18,175.23,31.5,333.12,360.64,92.33,154.81,115.81
2021-11-29,160.24,336.63,145.53,178.08,33.38,338.03,379.0,92.94,161.91,118.5
2021-11-30,165.3,330.59,141.9,175.35,32.68,324.46,381.59,90.74,158.37,117.1
2021-12-01,164.77,330.08,141.05,172.19,31.44,310.6,365.0,89.75,149.11,116.92
2021-12-02,163.76,329.49,142.97,171.87,32.13,310.39,361.53,89.99,150.68,116.9
2021-12-03,161.84,323.01,142.0,169.49,30.69,306.84,338.32,88.24,144.01,118.84
2021-12-06,165.32,326.19,143.16,171.37,30.04,317.87,336.34,88.94,139.06,119.91
2021-12-07,171.18,334.92,147.27,176.16,32.43,322.81,350.58,90.05,144.85,121.58
2021-12-08,175.08,334.97,148.19,176.16,31.83,330.56,356.32,88.94,145.24,123.02
2021-12-09,174.56,333.1,147.64,174.17,30.49,329.82,334.6,88.77,138.1,123.57
2021-12-10,179.45,342.54,148.0,172.21,30.2,329.75,339.01,102.63,138.55,124.09
2021-12-13,175.74,339.4,145.83,169.57,28.16,334.49,322.14,100.89,133.8,122.58
2021-12-14,174.33,328.34,143.91,169.09,28.34,333.74,319.5,99.89,135.6,123.76
2021-12-15,179.3,334.65,146.44,173.32,30.46,341.66,325.33,103.65,146.5,123.11
2021-12-16,172.26,324.9,144.45,168.87,28.39,334.9,308.97,103.22,138.64,125.93
2021-12-17,171.14,323.8,141.73,170.02,27.8,333.79,310.86,96.62,137.75,127.4
2021-12-20,169.75,319.91,141.61,167.08,27.72,325.45,299.98,91.64,135.8,127.06
2021-12-21,172.99,327.29,143.47,170.42,29.08,334.2,312.84,91.51,144.25,128.97
2021-12-22,175.64,333.2,146.42,171.04,29.4,330.45,336.29,89.86,143.88,129.75
2021-12-23,176.28,334.69,146.92,171.07,29.64,335.24,355.67,89.72,146.14,130.63
2021-12-27,180.33,342.45,147.91,169.67,30.95,346.18,364.65,89.54,154.36,131.62
2021-12-28,179.29,341.25,146.69,170.66,30.32,346.22,362.82,88.65,153.15,132.63
2021-12-29,179.38,341.95,146.66,169.2,30.0,342.94,362.06,88.21,148.26,133.35
2021-12-30,178.2,339.32,146.2,168.64,29.59,344.36,356.78,88.01,145.15,133.91
2021-12-31,177.57,336.32,144.85,166.72,29.41,336.35,352.26,87.21,143.9,133.66
2022-01-03,182.01,334.75,144.99,170.4,30.12,338.54,399.93,87.9,150.24,136.04
2022-01-04,179.7,329.01,144.4,167.52,29.29,336.53,383.2,88.84,144.42,138.02
2022-01-05,174.92,316.38,137.78,164.36,27.6,324.17,362.71,86.46,136.15,138.22
2022-01-06,172.0,313.88,137.75,163.25,28.18,332.46,354.9,86.34,136.23,135.34
2022-01-07,172.17,314.04,137.02,162.55,27.25,331.79,342.32,87.51,132.0,134.83
2022-01-10,172.19,314.27,138.67,161.49,27.4,328.07,352.71,89.28,132.0,135.03
2022-01-11,175.08,314.98,139.74,165.36,27.82,334.37,354.8,88.48,137.31,132.87
2022-01-12,175.53,318.27,141.43,165.21,28.0,333.26,368.74,88.31,137.47,133.59
2022-01-13,172.19,304.8,138.59,161.21,26.58,326.48,343.85,87.79,132.74,134.76
2022-01-14,173.07,310.2,139.48,162.14,26.94,331.9,349.87,87.69,136.88,134.21
2022-01-18,169.8,302.65,136.0,158.92,25.9,318.15,343.5,85.55,131.93,132.94
2022-01-19,166.23,303.33,135.12,156.3,25.07,319.59,331.88,83.38,128.27,131.58
2022-01-20,164.51,301.6,133.31,151.67,24.15,316.56,332.09,82.72,121.89,130.82
2022-01-21,162.41,296.03,130.35,142.64,23.37,303.17,314.63,82.22,118.81,129.35
2022-01-24,161.62,296.37,130.8,144.54,23.37,308.71,310.0,82.42,116.53,128.82
2022-01-25,159.78,288.49,126.94,139.99,22.32,300.15,306.13,81.07,111.13,136.1
2022-01-26,159.69,296.71,129.23,138.87,22.77,294.63,312.47,79.59,110.71,134.26
2022-01-27,159.22,299.84,129.01,139.64,21.94,294.64,276.37,79.78,102.6,132.52
2022-01-28,170.33,308.26,133.35,143.98,22.84,301.71,282.12,80.48,105.24,134.5
2022-01-31,174.78,310.98,135.3,149.57,24.49,313.26,312.24,81.16,114.25,133.57
2022-02-01,174.61,308.76,137.64,151.19,24.64,319.0,310.42,81.04,116.78,135.53
2022-02-02,175.84,313.46,148.0,150.61,25.24,323.0,301.89,82.5,122.76,137.25
2022-02-03,172.9,301.25,143.09,138.85,23.95,237.76,297.05,81.94,120.08,137.78
2022-02-04,172.39,305.94,143.29,157.64,24.32,237.09,307.77,82.11,123.6,137.15
2022-02-07,171.66,300.95,139.2,157.94,24.73,224.91,302.45,80.74,123.67,137.24
2022-02-08,174.83,304.56,139.4,161.41,25.11,220.18,307.33,80.79,128.23,137.02
2022-02-09,176.28,311.21,141.59,161.19,26.71,232.0,310.67,83.45,132.85,137.79
2022-02-10,172.12,302.38,138.62,159.0,25.82,228.07,301.52,81.85,125.77,133.52
2022-02-11,168.64,295.04,134.28,153.29,23.95,219.55,286.67,79.75,113.18,132.69
2022-02-14,168.88,295.0,135.53,155.17,24.27,217.7,291.92,78.95,114.27,130.15
2022-02-15,172.79,300.47,136.61,156.51,26.5,221.0,307.48,79.77,121.47,129.94
2022-02-16,172.55,299.5,137.74,158.1,26.51,216.54,307.8,79.19,117.69,129.18
2022-02-17,168.88,290.73,132.54,154.65,24.51,207.71,292.12,75.53,112.37,124.97
2022-02-18,167.3,287.93,130.4,152.6,23.64,206.16,285.66,74.57,113.83,124.35
2022-02-22,164.32,287.72,129.81,150.2,23.39,202.08,273.84,74.12,115.65,123.92
2022-02-23,160.07,280.27,127.59,144.83,22.39,198.45,254.68,72.47,109.76,122.07
2022-02-24,162.74,294.59,132.69,151.36,23.75,207.6,266.92,74.81,116.61,121.97
2022-02-25,164.85,297.31,134.46,153.79,24.16,210.48,269.96,76.35,121.06,124.18
2022-02-28,165.12,298.79,135.06,153.56,24.39,211.03,290.14,75.97,123.34,122.51
2022-03-01,163.2,294.95,134.06,151.14,23.48,203.49,288.12,76.01,113.83,121.35
2022-03-02,166.56,300.19,134.57,152.05,24.22,208.11,293.3,78.28,118.28,123.86
2022-03-03,166.23,295.92,133.9,147.9,23.71,202.97,279.76,78.25,111.98,125.93
2022-03-04,163.17,289.86,131.91,145.64,22.94,200.06,279.43,76.49,108.41,126.62
2022-03-07,159.3,278.91,126.38,137.45,21.35,187.47,268.19,74.32,102.95,126.07
2022-03-08,157.44,275.85,127.1,136.01,21.51,190.29,274.8,73.33,105.53,125.68
2022-03-09,162.95,288.5,133.42,139.28,23.01,198.5,286.32,76.1,111.05,126.22
2022-03-10,158.52,285.59,132.43,146.82,22.66,195.21,279.43,76.65,106.46,124.35
2022-03-11,154.73,280.07,129.87,145.52,22.1,187.61,265.12,77.82,104.29,123.96
2022-03-14,150.62,276.44,125.95,141.85,21.33,186.63,255.46,77.07,102.25,123.94
2022-03-15,155.09,287.15,129.2,147.37,22.97,192.03,267.3,80.6,109.33,125.64
2022-03-16,159.59,294.39,133.28,153.1,24.5,203.63,280.08,79.96,115.37,127.04
2022-03-17,160.62,295.22,133.84,157.24,24.77,207.84,290.53,80.6,111.69,127.96
2022-03-18,163.98,300.43,136.13,161.25,26.45,216.49,301.8,81.68,113.46,128.76
2022-03-21,165.38,299.16,136.1,161.49,26.73,211.49,307.05,80.96,115.92,128.1
2022-03-22,168.82,304.06,139.87,164.89,26.52,216.65,331.33,81.8,114.78,129.06
2022-03-23,170.21,299.49,138.28,163.41,25.63,213.46,333.04,80.39,113.92,128.3
2022-03-24,174.07,304.1,141.57,163.65,28.15,219.57,337.97,82.24,120.53,129.25
2022-03-25,174.72,303.68,141.67,164.77,27.69,221.82,336.88,81.73,119.67,131.35
2022-03-28,175.6,310.7,141.46,168.99,28.22,223.59,363.95,83.6,120.24,131.47
2022-03-29,178.96,315.41,142.51,169.32,28.66,229.86,366.52,84.29,123.23,131.94
2022-03-30,177.77,313.86,141.94,166.3,27.69,227.85,364.66,83.36,119.22,132.13
2022-03-31,174.61,308.31,139.07,163.0,27.29,222.36,359.2,82.73,109.34,130.02
2022-04-01,174.31,309.42,140.15,163.56,26.71,224.85,361.53,82.01,108.19,130.15
2022-04-04,178.44,314.97,142.97,168.35,27.36,233.89,381.82,84.07,110.53,130.27
2022-04-05,175.06,310.88,140.59,164.05,25.93,231.84,363.75,82.94,106.82,128.89
2022-04-06,171.83,299.5,136.55,158.76,24.41,223.3,348.59,82.12,103.67,129.39
2022-04-07,172.14,301.37,135.89,157.78,24.21,222.95,352.42,81.54,103.72,128.55
2022-04-08,170.09,296.97,133.29,154.46,23.12,222.33,341.83,80.94,101.0,127.73
2022-04-11,165.75,285.26,128.82,151.12,21.92,216.46,325.31,79.76,97.37,126.37
2022-04-12,167.66,282.06,127.71,150.79,21.5,214.14,328.98,79.33,95.1,125.98
2022-04-13,170.4,287.62,129.89,155.54,22.2,214.99,340.79,79.75,97.74,126.14
2022-04-14,165.29,279.83,126.73,151.71,21.26,210.18,328.33,79.45,93.06,126.56
2022-04-18,165.07,280.52,127.68,152.79,21.78,210.77,334.76,78.22,93.89,126.17
2022-04-19,167.4,285.3,130.01,158.12,22.2,217.31,342.72,79.56,96.93,129.15
2022-04-20,167.23,286.36,128.04,154.0,21.48,200.42,325.73,80.29,94.02,138.32
2022-04-21,166.42,280.81,124.81,148.3,20.18,188.07,336.26,79.48,89.85,139.85
2022-04-22,161.79,274.03,119.64,144.35,19.52,184.11,335.02,76.21,88.14,138.25
2022-04-25,162.88,280.72,123.07,146.07,19.9,186.99,332.67,76.98,90.69,139.1
2022-04-26,156.8,270.22,118.65,139.39,18.79,180.95,292.14,74.51,85.16,136.19
2022-04-27,156.57,283.22,114.29,138.17,18.42,174.95,293.84,74.76,84.91,135.06
2022-04-28,163.64,289.63,118.52,144.6,19.78,205.73,292.5,76.14,89.64,135.74
2022-04-29,157.65,277.52,114.11,124.28,18.55,200.47,290.25,73.4,85.52,132.21
2022-05-02,157.96,284.47,116.58,124.5,19.53,211.13,300.98,74.0,89.84,133.04
2022-05-03,159.48,281.78,117.33,124.25,19.6,212.03,303.08,73.29,91.13,132.52
2022-05-04,166.02,289.98,122.26,125.93,20.33,223.41,317.54,75.21,99.42,137.4
2022-05-05,156.77,277.35,116.51,116.41,18.84,208.28,291.09,72.8,93.87,135.92
2022-05-06,157.28,274.73,115.75,114.77,18.68,203.77,288.55,72.49,95.34,137.67
